case,part,time,particle_count,porepress_mean,excess_mean,porepressrate_mean,divvel_mean,velocity_max,top_z_mean,axial_strain_top_proxy,axial_strain_height_proxy,kplastic_max,fi_min,fi_mean,fi_median,fi_p95,fi_max,fi_selected_count,label,porepress_std,porepressrate_maxabs,divvel_std
CaseT4b_RenormGentleLoading,0,0.0,407,0.0,,0.0,0.0,0.0,,-0.0,-0.0,0.0,,,,,,,"renormalized, gentle loading",0.0,0.0,0.0
CaseT4b_RenormGentleLoading,1,0.000503,407,0.0,,0.0,0.0,0.0,,-0.0,-0.0,0.0,,,,,,,"renormalized, gentle loading",0.0,0.0,0.0
CaseT4b_RenormGentleLoading,2,0.000704,407,1323.951668575194,,10397889.03058968,-0.015596834561179364,0.0013876559222374227,,-1.4162162179087723e-07,-2.2139758998340753e-07,0.0,,,,,,,"renormalized, gentle loading",882.3038438116189,22351534.0,0.010212629593040486
CaseT4b_RenormGentleLoading,3,0.000804,407,2931.527532465365,,15989135.845208846,-0.02398370544226044,0.00493268711515083,,-1.1943243245771118e-06,-1.6518802699316826e-06,0.0,,,,,,,"renormalized, gentle loading",2536.564886875603,68989200.0,0.02636999528224327
CaseT4b_RenormGentleLoading,4,0.000905,407,4788.060420236862,,18466070.523587223,-0.02769910837977887,0.01796641054652835,,-4.472432432595097e-06,-5.792585699992969e-06,0.0,,,,,,,"renormalized, gentle loading",9429.163352958749,248516060.0,0.10635086364962248
CaseT4b_RenormGentleLoading,5,0.001005,407,11585.01279582722,,67620033.36071253,-0.10143005536855036,0.07278722584464568,,-1.1250810810770062e-05,-1.371499499996931e-05,0.0,,,,,,,"renormalized, gentle loading",40346.7425099985,1034302900.0,0.46547267838775047
CaseT4b_RenormGentleLoading,6,0.001206,407,66735.10364258627,,365977399.6805897,-0.5489670356633906,1.2563565782710826,,-2.530472972980813e-05,-9.634217799994738e-05,0.0,,,,,,,"renormalized, gentle loading",804308.3289451394,18802813000.0,9.398859637092755
CaseT4b_RenormGentleLoading,7,0.001304,407,122121.13427686655,,565320127.2513515,-0.8479989005388208,5.262185648866705,,8.178770270261815e-05,-0.00032548503999987877,0.0,,,,,,,"renormalized, gentle loading",3546024.412882614,79656100000.0,42.01917808420471
CaseT4b_RenormGentleLoading,8,0.001394,407,-387053.53624035063,,-5203627315.208845,7.805094227592137,20.92645644082753,,0.0007198554054052564,-0.0012224544999998865,0.0,,,,,,,"renormalized, gentle loading",1251743.526087747,310133650000.0,176.27518545637776
CaseT4b_RenormGentleLoading,9,0.0015,407,-12809887.080334421,,-338362635773.95575,507.54193494840297,85.33575555729612,,0.004133304999999893,-0.0032900357999998686,0.0,,,,,,,"renormalized, gentle loading",8558966.122927148,1990542600000.0,843.9317057290998
