step,time,factor,applied,class_skipped,raw_max,raw_mean,used_max,used_mean,pre_accel_max,ratio_max,confining_ref,limited,relaxed,cap_min,lateral_used_max,cap_edge_used_max,interior_used_max,case,label,operator,mode,class_filter,stabilized,lsq_solved,lsq_fallback,lsq_cond_min,lsq_cond_mean,lsq_cond_max
15.0,0.0019103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
16.0,0.00201085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
17.0,0.00211139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
18.0,0.00221193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
19.0,0.00231247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
20.0,0.00241301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
21.0,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
22.0,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
23.0,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
24.0,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
25.0,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
26.0,0.00301626,0.01084,63.0,344.0,1.2523,0.895822,1.2523,0.895822,0.126934,0.650052,1.92645,0.0,0.0,0.0,0.0,0.0,1.2523,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
27.0,0.0031168,0.0778673,63.0,344.0,7.99807,5.87958,7.99807,5.87958,0.206836,4.15171,1.92646,0.0,0.0,0.0,0.0,0.0,7.99807,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
28.0,0.00321734,0.144894,63.0,344.0,11.6375,8.49493,11.6375,8.49493,1.04955,6.04088,1.92645,0.0,0.0,0.0,0.0,0.0,11.6375,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
29.0,0.00331788,0.211921,63.0,344.0,9.02146,5.32569,9.02146,5.32569,2.26709,3.99416,1.92645,0.0,0.0,0.0,0.0,0.0,9.02146,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
30.0,0.00341842,0.278946,63.0,344.0,6.85734,5.0617,6.85734,5.0617,3.07792,3.55957,1.92645,0.0,0.0,0.0,0.0,0.0,6.85734,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
31.0,0.00351895,0.345969,63.0,344.0,17.1086,12.7072,17.1086,12.7072,3.47353,8.64107,1.92645,0.0,0.0,0.0,0.0,0.0,17.1086,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
32.0,0.00361949,0.412991,63.0,344.0,28.7994,23.1472,28.7994,23.1472,2.42395,14.9495,1.92645,0.0,0.0,0.0,0.0,0.0,28.7994,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
33.0,0.00372002,0.480014,63.0,344.0,29.2943,16.9226,29.2943,16.9226,2.41931,15.2064,1.92645,0.0,0.0,0.0,0.0,0.0,29.2943,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
34.0,0.00382055,0.547036,63.0,344.0,57.3635,48.1697,57.3635,48.1697,4.70878,29.7767,1.92646,0.0,0.0,0.0,0.0,0.0,57.3635,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
35.0,0.00392108,0.614054,63.0,344.0,80.9388,48.0809,80.9388,48.0809,7.77363,20.5265,1.92646,0.0,0.0,0.0,0.0,0.0,80.9388,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
36.0,0.0040216,0.681068,63.0,344.0,167.345,124.103,167.345,124.103,10.2594,63.3814,1.92645,0.0,0.0,0.0,0.0,0.0,167.345,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
37.0,0.00412212,0.748078,63.0,344.0,109.476,68.9214,109.476,68.9214,21.5503,11.6019,1.92645,0.0,0.0,0.0,0.0,0.0,109.476,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
38.0,0.0042226,0.815068,63.0,344.0,553.188,402.423,553.188,402.423,14.9416,75.5184,1.92649,0.0,0.0,0.0,0.0,0.0,553.188,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
39.0,0.00432306,0.882038,63.0,344.0,259.87,155.245,259.87,155.245,58.0027,8.58848,1.92645,0.0,0.0,0.0,0.0,0.0,259.87,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
40.0,0.0044235,0.949,63.0,344.0,722.272,524.992,722.272,524.992,49.1864,61.4141,1.92641,0.0,0.0,0.0,0.0,0.0,722.272,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
41.0,0.00452382,1.0,63.0,344.0,1465.09,756.913,1465.09,756.913,46.7502,120.712,1.92644,0.0,0.0,0.0,0.0,0.0,1465.09,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
42.0,0.00462423,1.0,63.0,344.0,1814.45,1395.9,1814.45,1395.9,154.089,34.819,1.92648,0.0,0.0,0.0,0.0,0.0,1814.45,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
43.0,0.00472445,1.0,63.0,344.0,5677.54,3275.97,5677.54,3275.97,263.012,220.324,1.92635,0.0,0.0,0.0,0.0,0.0,5677.54,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
44.0,0.00482438,1.0,63.0,344.0,6743.84,3426.63,6743.84,3426.63,433.209,19.0323,1.92635,0.0,0.0,0.0,0.0,0.0,6743.84,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
45.0,0.00492366,1.0,63.0,344.0,17210.1,11169.7,17210.1,11169.7,266.993,414.147,1.92686,0.0,0.0,0.0,0.0,0.0,17210.1,CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14604,3.97762
1.0,0.000502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14604,3.97762
2.0,0.000603255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14604,3.97762
3.0,0.000703798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14604,3.97762
4.0,0.00080434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14604,3.97762
5.0,0.000904883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14604,3.97762
6.0,0.00100543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97763
7.0,0.00110597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97763
8.0,0.00120651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97764
9.0,0.00130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97764
10.0,0.00140759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97764
11.0,0.00150814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97765
12.0,0.00160868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97765
13.0,0.00170922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97765
14.0,0.00180976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97766
15.0,0.0019103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97766
16.0,0.00201085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97766
17.0,0.00211139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14606,3.97766
18.0,0.00221193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14606,3.97766
19.0,0.00231247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14606,3.97766
20.0,0.00241301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14606,3.97766
21.0,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14606,3.97766
22.0,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14606,3.97765
23.0,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14606,3.97765
24.0,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97765
25.0,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97764
26.0,0.00301626,0.01084,63.0,344.0,1.33285,0.940293,1.33285,0.940293,0.126934,0.691864,1.92645,0.0,0.0,0.0,0.0,0.0,1.33285,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97764
27.0,0.0031168,0.0778673,63.0,344.0,8.52465,6.15811,8.52465,6.15811,0.207898,4.42504,1.92646,0.0,0.0,0.0,0.0,0.0,8.52465,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97764
28.0,0.00321734,0.144894,63.0,344.0,12.165,8.64962,12.165,8.64962,1.11507,6.3147,1.92645,0.0,0.0,0.0,0.0,0.0,12.165,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97764
29.0,0.00331788,0.211921,63.0,344.0,8.96759,4.74219,8.96759,4.74219,2.38481,4.26195,1.92645,0.0,0.0,0.0,0.0,0.0,8.96759,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97763
30.0,0.00341842,0.278945,63.0,344.0,7.94501,5.36984,7.94501,5.36984,3.1094,3.57648,1.92645,0.0,0.0,0.0,0.0,0.0,7.94501,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97763
31.0,0.00351895,0.345968,63.0,344.0,17.5337,13.917,17.5337,13.917,3.49774,9.02667,1.92645,0.0,0.0,0.0,0.0,0.0,17.5337,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97763
32.0,0.00361949,0.412991,63.0,344.0,31.1084,24.0224,31.1084,24.0224,2.39638,16.1481,1.92645,0.0,0.0,0.0,0.0,0.0,31.1084,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97763
33.0,0.00372002,0.480013,63.0,344.0,34.5034,20.8309,34.5034,20.8309,2.59294,17.9103,1.92645,0.0,0.0,0.0,0.0,0.0,34.5034,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97763
34.0,0.00382055,0.547034,63.0,344.0,69.4948,57.5789,69.4948,57.5789,5.7915,36.0739,1.92646,0.0,0.0,0.0,0.0,0.0,69.4948,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97763
35.0,0.00392108,0.614052,63.0,344.0,127.788,59.229,127.788,59.229,10.1858,18.2889,1.92645,0.0,0.0,0.0,0.0,0.0,127.788,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97762
36.0,0.0040216,0.681065,63.0,344.0,181.719,153.161,181.719,153.161,9.57858,54.3629,1.92645,0.0,0.0,0.0,0.0,0.0,181.719,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97762
37.0,0.00412211,0.748074,63.0,344.0,331.424,218.234,331.424,218.234,25.0818,33.3527,1.92647,0.0,0.0,0.0,0.0,0.0,331.424,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14605,3.97762
38.0,0.00422258,0.815054,63.0,344.0,520.301,438.502,520.301,438.502,14.0477,100.318,1.92649,0.0,0.0,0.0,0.0,0.0,520.301,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14606,3.97763
39.0,0.00432303,0.88202,63.0,344.0,1470.58,1117.11,1470.58,1117.11,91.9697,22.2585,1.92642,0.0,0.0,0.0,0.0,0.0,1470.58,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14604,3.9776
40.0,0.00442339,0.948924,63.0,344.0,437.729,229.659,437.729,229.659,87.0494,48.6419,1.92645,0.0,0.0,0.0,0.0,0.0,437.729,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14604,3.9776
41.0,0.00452364,1.0,63.0,344.0,6249.69,4505.93,6249.69,4505.93,95.5006,311.212,1.92668,0.0,0.0,0.0,0.0,0.0,6249.69,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14609,3.97764
42.0,0.00462376,1.0,63.0,344.0,11577.4,7684.28,11577.4,7684.28,846.691,23.8338,1.92624,0.0,0.0,0.0,0.0,0.0,11577.4,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.146,3.97756
43.0,0.00472322,1.0,63.0,344.0,5779.37,5029.81,5779.37,5029.81,566.439,349.677,1.92623,0.0,0.0,0.0,0.0,0.0,5779.37,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.0,3.14597,3.97746
44.0,0.00482157,1.0,63.0,344.0,55624.8,37574.4,55624.8,37574.4,1074.08,224.985,1.92824,0.0,0.0,0.0,0.0,0.0,55624.8,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.00001,3.14634,3.9777
45.0,0.00491849,1.0,63.0,344.0,61959.0,40850.1,61959.0,40850.1,7197.07,14.0711,1.92563,0.0,0.0,0.0,0.0,0.0,61959.0,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,407.0,0.0,3.00001,3.14588,3.97759
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14604,3.97762
1.0,0.000502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14604,3.97762
2.0,0.000603255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14604,3.97762
3.0,0.000703798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14604,3.97762
4.0,0.00080434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14604,3.97762
5.0,0.000904883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14604,3.97762
6.0,0.00100543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97763
7.0,0.00110597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97763
8.0,0.00120651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97764
